ts,pair_id,side,edge_raw,queueAhead,A_filled,A_ttf,A_reason,B_filled,B_ttf,B_reason,diff_filled,latency_ms
2026-01-22T17:06:22.871Z,130,BUY_PM,-0.0202,190,false,2900,EDGE_LOW,false,1000,EDGE_LOW,0,4432
2026-01-22T17:06:22.873Z,138,BUY_PM,-0.0404,294,false,3940,EDGE_LOW,true,1000,FILLED,-1,4432
2026-01-22T17:06:22.873Z,134,BUY_PM,-0.0505,242,false,3420,EDGE_LOW,false,1000,EDGE_LOW,0,4432
2026-01-22T17:06:22.873Z,137,BUY_PM,-0.0707,281,false,3810,EDGE_LOW,false,1000,EDGE_LOW,0,4432
2026-01-22T17:06:22.873Z,139,BUY_PM,-0.0909,7,false,1070,EDGE_LOW,false,1000,EDGE_LOW,0,4432
2026-01-22T17:06:29.377Z,133,BUY_PM,-0.1313,236,false,3360,EDGE_LOW,false,1000,EDGE_LOW,0,4490
2026-01-22T17:06:29.377Z,148,BUY_PM,-0.1515,131,false,2310,EDGE_LOW,false,1000,EDGE_LOW,0,4490
2026-01-22T17:06:29.377Z,127,BUY_PM,-0.2323,158,false,2580,EDGE_LOW,false,1000,EDGE_LOW,0,4490
2026-01-22T17:06:29.377Z,144,BUY_PM,-0.2424,79,false,1790,EDGE_LOW,false,1000,EDGE_LOW,0,4490
2026-01-22T17:06:29.377Z,124,BUY_PM,-0.3232,119,false,2190,EDGE_LOW,false,1000,EDGE_LOW,0,4490
2026-01-22T17:06:35.805Z,126,BUY_PM,-0.3636,152,false,2520,EDGE_LOW,false,1000,EDGE_LOW,0,4413
2026-01-22T17:06:35.805Z,122,BUY_PM,-0.3737,100,false,2000,EDGE_LOW,false,1000,EDGE_LOW,0,4413
2026-01-22T17:06:35.805Z,143,BUY_PM,-0.4141,73,false,1730,EDGE_LOW,false,1000,EDGE_LOW,0,4413
2026-01-22T17:06:35.805Z,131,BUY_PM,-0.4242,217,false,3170,EDGE_LOW,false,1000,EDGE_LOW,0,4413
2026-01-22T17:06:35.805Z,145,BUY_PM,-0.4545,99,false,1990,EDGE_LOW,false,1000,EDGE_LOW,0,4413
2026-01-22T17:06:42.172Z,140,BUY_PM,-0.4848,41,false,1410,EDGE_LOW,false,1000,EDGE_LOW,0,4353
2026-01-22T17:06:42.172Z,129,BUY_PM,-0.4949,198,false,2980,EDGE_LOW,false,1000,EDGE_LOW,0,4353
2026-01-22T17:06:42.172Z,147,BUY_PM,-0.4949,132,false,2320,EDGE_LOW,false,1000,EDGE_LOW,0,4353
2026-01-22T17:06:42.172Z,123,BUY_PM,-0.5051,120,false,2200,EDGE_LOW,false,1000,EDGE_LOW,0,4353
2026-01-22T17:06:42.172Z,128,BUY_PM,-0.5354,185,false,2850,EDGE_LOW,false,1000,EDGE_LOW,0,4353
2026-01-22T17:06:48.439Z,136,BUY_PM,-0.596,296,false,3960,EDGE_LOW,false,1000,EDGE_LOW,0,4256
2026-01-22T17:06:48.439Z,125,BUY_PM,-0.6667,153,false,2530,EDGE_LOW,false,1000,EDGE_LOW,0,4256
2026-01-22T17:06:48.439Z,146,BUY_PM,-0.7374,126,false,2260,EDGE_LOW,false,1000,EDGE_LOW,0,4256
2026-01-22T17:06:48.439Z,142,BUY_PM,-0.7475,74,false,1740,EDGE_LOW,false,1000,EDGE_LOW,0,4256
2026-01-22T17:06:48.439Z,135,BUY_PM,-0.7677,283,false,3830,EDGE_LOW,false,1000,EDGE_LOW,0,4256
2026-01-22T17:06:54.926Z,149,BUY_PM,-0.7778,172,false,2720,EDGE_LOW,false,1000,EDGE_LOW,0,4478
2026-01-22T17:06:54.926Z,132,BUY_PM,-0.8081,251,false,3510,EDGE_LOW,false,1000,EDGE_LOW,0,4478
2026-01-22T17:06:54.926Z,141,BUY_PM,-0.8081,68,false,1680,EDGE_LOW,false,1000,EDGE_LOW,0,4478
2026-01-22T17:08:02.198Z,157,BUY_PM,-0.029,241,false,3410,EDGE_LOW,true,1000,FILLED,-1,4168
2026-01-22T17:08:02.198Z,160,BUY_PM,-0.049,280,false,3800,EDGE_LOW,false,1000,EDGE_LOW,0,4168